idx,0,1,2,3,4,5,6,7
0,17.807689294556596,-2.1399374098730912,-1.934445646928191,-7.4613780256948985,3.6192612847431014,3.1436089092756845,0.08297263055371477,0.011502754202180722
1,9.631156530810626,0.3940793302796314,-2.8925603882626296,0.8632542241053769,-0.2018837646093338,0.8463546680234166,0.0993057852187869,0.003082842604988328
2,8.08473295403327,-0.19234767099891534,-2.3983139929843795,0.06900599427043164,0.12479920882402928,0.4590372472449681,0.08651610191379246,0.000645526834101997
3,10.99776396970857,-0.01130924628235385,-1.3256139562482212,-1.7429308495710139,0.3503460175851496,-1.4327542871205434,0.10245165586197315,-0.0003811948101629201
4,4.364044520035817,0.14400715769691783,-3.562423870321318,1.5714080598788944,-1.2701932753299339,-0.8959881187642683,0.09248171228395057,-0.00678181929562707
5,7.905380492696971,-0.5828431278434495,-2.7634220026927867,0.5557947935882172,0.05521550967741273,1.0136075624949479,0.09962764279223017,-0.0011070465349112982
6,5.654902102433208,-1.4117607159905783,-3.348105052083572,0.06138901587996868,-1.516964380248419,-0.389979809196757,0.09679040499201862,-0.014342985235012061
7,11.434064116486814,-1.2409751264189561,-2.490703024090727,-1.5880485286403767,0.3949227649745589,1.0994758247686995,0.11022821118865984,-0.0022479918770818624
8,8.62993706747622,0.023301573105579208,-2.356897393116988,-0.5628246969247468,-0.17131395096425092,0.14193370723594287,0.07211899154752949,0.0006658579303311728
9,9.846144067486835,-0.5591501839790745,-1.0927626170120477,0.5146160226883286,0.5220652191933599,-0.6377743507434851,0.13874481556989945,-0.0024100392704459106
10,4.881317222610142,0.8360687489898968,-3.9477725661635414,1.9047109545457013,-0.7081431983721065,-0.0808361607931938,0.0857926472920638,0.0005098566101592513
11,5.634922261183877,-1.3934958253164689,-1.5835008224753617,0.9272514239791497,-0.41435694411828905,0.5341203207506569,0.08482506602211219,-0.00773503230733013
12,9.08003457950094,-0.3105050790464637,-0.9382622157716198,-0.5212658373508072,0.6489016855638895,1.2598668321105002,0.0525297338009719,0.005076049335580233
13,3.995607261010885,0.956664865548018,-3.1522859500001004,2.3052566279050364,-1.288477179932631,-1.6151387437529028,0.09043540492819109,-0.003977789189144869
14,7.81436572670471,-0.26290418067772775,-1.3834855201495486,-0.03878074699538549,-0.09869777102963011,-1.3630112775287546,0.10240151166969906,-0.004117602203231563
