idx,cluster
2317,1
2318,3
2320,1
2327,3
2332,3
2336,1
2346,1
2348,3
2358,1
2359,1
2371,3
2381,1
2384,3
2385,1
2388,1
2391,1
2398,1
2400,1
2401,1
2402,1
2403,0
2405,1
2409,1
2412,1
2417,3
2424,1
2425,1
2428,3
2435,3
2438,3
2439,1
2440,1
2441,1
2442,3
2445,1
2460,1
2468,1
2470,1
2484,1
2486,1
2495,3
2502,1
2507,1
2521,1
2522,0
2533,3
2534,1
2539,3
2545,3
2546,1
2553,1
2555,1
2558,3
2561,3
2565,1
2567,1
2568,1
2569,3
2573,1
2575,1
2578,1
2583,3
2584,1
2585,3
2586,1
2587,1
2588,3
2596,1
2597,1
2609,1
2610,1
2622,1
2626,1
2627,3
2632,1
2635,1
2636,1
2639,1
2642,1
2643,1
2644,1
2646,1
2647,1
2649,1
2654,1
2657,1
2667,3
2670,1
2675,3
2676,1
2685,1
2686,1
2688,1
2692,1
2702,1
2704,1
2705,1
2723,1
2726,1
2728,1
2730,0
2733,1
2742,3
2743,3
2747,1
2750,1
2751,3
2760,3
2762,1
2764,1
2767,1
2773,1
2780,1
2783,1
2790,3
2793,1
2794,1
2795,1
2803,3
2808,0
2809,0
2815,3
2817,3
2818,1
2819,1
2824,3
2830,1
2831,1
2832,1
2842,1
2845,1
2850,1
2853,1
2864,1
2865,1
2868,1
2874,1
2878,1
2879,1
2883,1
2888,1
2891,1
2893,1
2896,1
2897,1
2905,3
2915,1
2924,1
2927,1
2932,1
2941,1
2952,1
2957,1
2958,1
2959,1
2961,1
2964,1
2976,1
2977,3
2980,3
2982,1
2983,1
2988,1
2990,1
2996,1
2997,1
2998,1
3000,3
3002,1
3006,1
3007,1
3009,1
3014,1
3017,1
3018,1
3020,1
3021,1
3031,1
3033,1
3040,1
3042,1
3048,1
3050,1
3052,1
3058,1
3060,3
3073,1
3074,1
3077,1
3081,1
3082,1
3085,1
3086,1
3088,1
3090,1
3091,1
3093,1
3098,1
3101,1
3104,1
3108,1
3109,1
3120,1
3123,1
3124,1
3126,1
3128,1
3133,1
3137,1
3143,3
3146,1
3151,1
3153,1
3158,0
3162,3
3167,1
3169,3
3172,1
3173,1
3175,1
3180,1
3192,1
3199,1
3204,1
3207,3
3209,1
3220,1
3225,1
3232,0
3234,0
3240,3
3244,1
3246,1
3251,3
3252,1
3257,3
3260,1
3273,1
3274,1
3275,1
3284,1
3291,1
3293,1
3297,1
3299,1
3303,1
3306,1
3309,1
3316,1
3322,1
3323,1
3329,1
3330,1
3331,3
3332,1
3333,1
3336,3
3342,1
3343,3
3349,1
3351,3
3359,1
3361,1
3372,1
3380,1
3397,1
3399,1
3400,1
3401,1
3409,1
3412,1
3413,1
3423,1
3425,1
3427,3
3428,1
3431,1
3433,1
3437,1
3439,0
3454,3
3455,1
3467,1
3469,1
3474,1
3477,1
3486,1
3488,1
3489,1
3492,1
3504,1
3505,1
3506,1
3507,1
3509,1
3516,1
3517,1
3518,1
3524,1
3537,1
3541,1
3545,1
3548,1
3549,1
3554,3
3556,3
3558,1
3561,1
3566,1
3569,1
3572,1
3573,0
3586,1
3587,1
3591,1
3592,1
3595,1
3600,1
3603,1
3604,1
3606,1
3617,1
3618,1
3623,1
3634,1
3635,1
3637,1
3640,1
3644,1
3652,1
3653,1
3655,1
3656,1
3657,1
3658,1
3665,1
3666,1
3667,1
3668,1
3671,1
3676,1
3679,1
3680,1
3685,1
3700,1
3711,1
3714,1
3717,1
3718,1
3722,1
3726,1
3727,1
3730,1
3733,1
3734,1
3746,1
3749,1
3750,3
3752,1
3759,1
3761,1
3764,3
3772,1
3774,1
3779,1
3780,1
3785,1
3789,1
3795,1
3799,1
3803,1
3826,1
3833,1
3834,1
3840,1
3850,1
3851,1
3853,1
3857,1
3859,1
3862,1
3869,1
3873,1
3880,1
3884,3
3889,1
3895,3
