idx,cluster
110,2
112,2
156,2
236,2
246,2
267,2
280,2
310,2
316,2
317,2
320,2
338,2
360,2
378,2
380,2
382,2
404,2
491,2
524,0
528,2
536,2
556,3
579,2
586,2
592,2
617,2
621,2
628,3
633,2
647,2
749,2
773,2
787,2
800,0
806,0
839,2
853,0
855,1
878,2
884,2
889,1
941,2
979,2
985,2
990,0
1039,0
1091,1
1109,1
1125,1
1136,0
1175,0
1181,1
1211,1
1252,0
1284,0
1285,0
1290,1
1304,0
1349,0
1357,0
1386,0
1387,1
1406,0
1409,0
1421,0
1439,0
1444,0
1459,1
1476,0
1477,1
1649,0
1672,0
1677,0
1687,0
1706,0
1747,1
1759,1
1760,0
1763,0
1780,0
1787,1
1814,0
1818,3
1828,0
1836,0
1852,1
1875,0
1877,0
1888,0
1915,0
1917,0
1922,1
1953,0
1954,0
2008,0
2009,0
2013,0
2024,1
2053,0
2105,3
2115,0
2123,3
2141,0
2192,1
2241,0
2268,0
2271,1
2277,0
2296,0
2300,1
2328,1
2336,0
2354,0
2368,0
2370,0
2377,0
2384,1
2386,0
2397,0
2429,0
2494,0
2517,3
2522,3
2550,1
2613,0
2624,0
2641,0
2650,0
2680,0
2697,0
2709,0
2711,0
2712,0
2713,0
2724,1
2784,0
2806,0
2829,1
2860,0
2866,0
2898,0
2910,0
2947,0
2954,0
2972,0
2973,0
2986,1
3032,0
3113,0
3177,0
3191,1
3197,0
3205,0
3221,0
3227,0
3229,1
3277,0
3347,0
3370,0
3410,0
3436,0
3447,0
3487,0
3498,0
3514,0
3527,0
3570,0
3571,3
3590,0
3608,0
3628,0
3645,0
3708,0
3722,0
3750,1
3802,0
3804,0
3811,0
3903,1
3914,1
3926,0
3934,0
3953,0
4062,1
4110,0
4151,0
4155,0
4164,0
4167,0
4244,0
4335,0
4351,0
4465,0
4497,1
4565,0
4597,0
4713,0
