idx,cluster
3364,3
3370,3
3373,3
3385,3
3392,3
3403,3
3405,3
3424,3
3437,3
3490,3
3492,3
3494,3
3522,3
3568,3
3616,3
3617,3
3618,3
3695,3
3698,3
3715,3
3724,3
3750,3
3777,3
3799,3
3810,3
3826,3
3856,3
3884,3
3899,3
3901,3
3986,3
3991,3
3993,3
3994,3
4004,3
4039,3
4042,3
4049,3
4070,3
4071,3
4077,3
4084,3
4085,3
4093,3
4117,3
4125,3
4143,3
4146,3
4155,3
4182,3
4191,3
4262,3
4267,3
4286,3
4310,3
4312,3
4315,3
4316,3
4332,3
4335,3
4339,3
4344,3
4353,3
4386,3
4465,3
4499,3
4513,3
4565,3
4579,3
4599,3
4620,3
4669,3
4670,3
