idx,cluster
2,3
3,3
11,3
58,2
65,3
72,3
99,0
119,3
164,2
186,0
198,2
204,0
205,0
210,0
247,0
252,2
273,0
280,0
281,0
283,2
285,2
298,3
299,0
303,2
308,2
314,1
316,0
345,2
350,2
351,0
354,0
356,3
367,2
370,0
372,2
377,2
388,0
398,0
405,2
421,0
433,2
442,0
444,2
446,2
453,1
468,2
497,2
500,2
512,0
519,0
527,2
534,2
538,2
548,2
574,2
588,2
590,2
606,2
608,2
613,2
615,2
629,0
652,0
659,2
665,2
667,2
669,2
672,0
673,2
679,2
683,2
684,0
690,0
696,2
700,2
702,0
711,0
714,0
717,0
721,1
724,0
726,2
731,2
739,0
741,2
747,2
751,2
753,2
756,2
758,2
760,2
761,2
762,2
767,2
782,2
804,2
821,0
826,2
828,0
830,0
840,2
844,1
849,2
856,1
858,2
866,1
867,0
873,2
876,2
877,2
879,2
883,0
892,0
893,2
911,0
918,0
919,2
944,2
950,2
952,2
958,2
963,2
965,2
968,2
969,2
970,2
973,2
974,2
975,2
980,2
982,2
983,2
984,2
992,2
996,2
998,1
1000,2
1003,1
1005,2
1008,0
1009,2
1010,2
1013,2
1018,2
1021,2
1024,2
1025,2
1033,2
1038,2
1041,0
1043,2
1046,2
1047,2
1049,2
1051,0
1052,0
1058,1
1073,2
1075,2
1076,1
1082,2
1084,1
1087,2
1096,1
1100,2
1103,0
1105,2
1114,2
1118,2
1119,0
1124,2
1127,2
1133,2
1135,2
1137,1
1140,1
1146,2
1149,0
1151,2
1156,2
1170,2
1177,0
1178,2
1182,2
1183,2
1194,2
1202,1
1209,2
1220,2
1225,1
1234,2
1236,1
1243,1
1245,2
1247,1
1253,1
1254,2
1278,2
1281,1
1309,2
1328,2
1334,2
1338,2
1339,2
1340,0
1358,2
1361,2
1364,0
1368,2
1369,2
1370,2
1374,2
1394,2
1397,1
1409,2
1417,1
1418,2
1419,1
1421,2
1429,2
1431,1
1432,1
1434,2
1445,1
1448,2
1450,1
1456,2
1457,2
1458,2
1463,1
1464,1
1470,1
1479,2
1480,2
1484,2
1486,2
1488,1
1503,2
1505,2
1512,2
1513,2
1517,2
1523,1
1535,2
1537,2
1538,2
1542,0
1550,2
1553,0
1556,2
1558,2
1573,2
1581,2
1585,1
1592,2
1596,0
1607,2
1615,2
1618,2
1625,1
1626,1
1627,2
1632,2
1635,1
1639,1
1641,1
1644,2
1653,2
1660,1
1661,1
1663,0
1664,1
1666,1
1674,1
1675,2
1681,1
1688,2
1699,2
1715,1
1720,0
1727,2
1728,2
1740,2
1742,1
1752,2
1753,2
1758,2
1765,1
1767,1
1771,1
1773,1
1781,2
1792,2
1795,2
1800,2
1803,1
1805,1
1828,2
1829,0
1837,2
1847,0
1850,0
1853,2
1860,1
1868,1
1873,2
1881,3
1884,2
1892,1
1894,1
1897,1
1909,2
1915,2
1930,1
1937,1
1945,2
1946,2
1952,2
1955,1
1964,2
1971,1
1986,1
1991,2
1992,1
2008,2
2026,2
2031,1
2036,1
2038,2
2046,1
2050,1
2055,1
2060,2
2061,2
2072,2
2074,1
2086,0
2089,2
2091,0
2110,1
2111,1
2124,1
2130,1
2145,1
2151,2
2154,1
2156,1
2167,0
2168,1
2181,2
2184,1
2187,2
2193,1
2195,1
2196,1
2200,1
2216,1
2218,1
2221,1
2222,1
2225,2
2229,1
2240,2
